Time[s] Temp[graderC] Pressure[mbar] altitude[m] accX[mg] accY[mg] accZ[mg] gyroX[degrees/s] gyroY[degrees/s] gyroZ[degrees/s] magX[µT] magY[µT] magZ[µT]
4.66 23.94 1022.18 28.11 0.033184 -0.037088 1.012112 0.63 0.14 -0.84 -0.1305 -0.4920 -0.6390
4.67 23.94 1022.21 28.10 0.033672 -0.036112 1.012112 0.63 0.14 -0.84 -0.1380 -0.4950 -0.6285
4.68 23.94 1022.14 28.11 0.032696 -0.036600 1.012112 0.63 0.14 -0.77 -0.1395 -0.4875 -0.6375
4.69 23.94 1022.17 28.11 0.033184 -0.036112 1.013576 0.63 0.07 -0.77 -0.1380 -0.4860 -0.6405
4.70 23.94 1022.17 28.11 0.033672 -0.037576 1.012600 0.63 0.07 -0.77 -0.1515 -0.4905 -0.6390
4.71 23.94 1022.04 28.17 0.032696 -0.035624 1.011136 0.63 0.07 -0.77 -0.1395 -0.4965 -0.6360
4.72 23.94 1022.19 28.16 0.032208 -0.035624 1.012600 0.63 0.07 -0.77 -0.1320 -0.4965 -0.6450
4.73 23.94 1022.19 28.15 0.031720 -0.036600 1.013576 0.63 0.07 -0.77 -0.1365 -0.4935 -0.6375
4.74 23.94 1022.10 28.18 0.032208 -0.036600 1.012600 0.56 0.07 -0.84 -0.1335 -0.4815 -0.6315
4.75 23.94 1022.19 28.17 0.033672 -0.036600 1.011624 0.56 0.07 -0.77 -0.1335 -0.4965 -0.6285
4.76 23.94 1022.12 28.19 0.033184 -0.036600 1.012600 0.63 0.14 -0.77 -0.1335 -0.4875 -0.6375
4.77 23.94 1022.12 28.22 0.033184 -0.036600 1.011624 0.63 0.07 -0.84 -0.1410 -0.4890 -0.6300
4.78 23.94 1022.20 28.20 0.033184 -0.036112 1.012600 0.63 0.07 -0.77 -0.1410 -0.4890 -0.6405
4.79 23.94 1022.17 28.20 0.032696 -0.036600 1.011624 0.56 0.07 -0.77 -0.1350 -0.4890 -0.6375
4.80 23.94 1022.14 28.21 0.031720 -0.037576 1.014552 0.63 0.07 -0.77 -0.1335 -0.4920 -0.6315
4.81 23.94 1022.14 28.21 0.034160 -0.036600 1.011624 0.56 0.07 -0.77 -0.1320 -0.4890 -0.6375
4.82 23.94 1022.23 28.18 0.033184 -0.037088 1.013576 0.56 0.07 -0.77 -0.1395 -0.4935 -0.6315
4.83 23.94 1022.16 28.19 0.033672 -0.036112 1.012600 0.63 0.07 -0.77 -0.1350 -0.4935 -0.6240
4.84 23.94 1022.23 28.16 0.031720 -0.038064 1.012600 0.63 0.07 -0.77 -0.1365 -0.4905 -0.6345
4.85 23.94 1022.23 28.13 0.032696 -0.037088 1.012112 0.56 0.07 -0.84 -0.1365 -0.4980 -0.6375
4.86 23.94 1022.17 28.13 0.032208 -0.036600 1.012112 0.56 0.07 -0.77 -0.1425 -0.4875 -0.6285
4.87 23.94 1022.24 28.10 0.033184 -0.036600 1.011624 0.63 0.07 -0.77 -0.1425 -0.4890 -0.6300
4.88 23.94 1022.11 28.13 0.032208 -0.036112 1.011624 0.63 0.07 -0.77 -0.1365 -0.4860 -0.6405
4.89 23.94 1022.11 28.16 0.031720 -0.036600 1.013088 0.56 0.07 -0.77 -0.1380 -0.4950 -0.6375
4.90 23.94 1022.20 28.15 0.033184 -0.037088 1.012112 0.56 0.07 -0.77 -0.1335 -0.4965 -0.6345
4.91 23.94 1022.20 28.13 0.034160 -0.036600 1.012112 0.63 0.07 -0.84 -0.1305 -0.4800 -0.6345
4.92 23.94 1022.15 28.14 0.032696 -0.036600 1.011136 0.63 0.07 -0.84 -0.1440 -0.4950 -0.6375
4.93 23.94 1022.15 28.15 0.033184 -0.037576 1.012112 0.63 0.07 -0.84 -0.1305 -0.4890 -0.6450
4.94 23.94 1022.18 28.15 0.032208 -0.036600 1.012112 0.63 0.14 -0.77 -0.1395 -0.4920 -0.6435
4.95 23.94 1022.19 28.14 0.032696 -0.036600 1.012600 0.63 0.07 -0.77 -0.1305 -0.4965 -0.6345
4.96 23.94 1022.15 28.15 0.033184 -0.037576 1.012112 0.56 0.07 -0.77 -0.1425 -0.4950 -0.6300
4.97 23.94 1022.15 28.16 0.032696 -0.037088 1.012112 0.56 0.07 -0.77 -0.1260 -0.4905 -0.6375
4.98 23.94 1022.14 28.17 0.031720 -0.037576 1.011624 0.63 0.07 -0.84 -0.1305 -0.4905 -0.6375
4.99 23.94 1022.19 28.16 0.032208 -0.035624 1.011136 0.56 0.07 -0.77 -0.1380 -0.4890 -0.6315
5.00 23.94 1022.20 28.14 0.032208 -0.034648 1.012112 0.56 0.07 -0.77 -0.1350 -0.4875 -0.6375
5.01 23.94 1022.20 28.13 0.034160 -0.033672 1.011624 0.56 0.07 -0.77 -0.1335 -0.4950 -0.6300
5.02 23.94 1022.21 28.11 0.033184 -0.036600 1.012112 0.56 0.07 -0.77 -0.1335 -0.4980 -0.6360
5.03 23.94 1022.20 28.10 0.031232 -0.037576 1.013576 0.56 0.07 -0.77 -0.1395 -0.4965 -0.6285
5.04 23.94 1022.18 28.10 0.032696 -0.037088 1.011624 0.63 0.07 -0.77 -0.1305 -0.4935 -0.6405
5.05 23.94 1022.18 28.10 0.031232 -0.036112 1.012112 0.63 0.07 -0.77 -0.1275 -0.4920 -0.6345
5.06 23.94 1022.11 28.12 0.031720 -0.036600 1.013088 0.56 0.07 -0.84 -0.1365 -0.4875 -0.6375
5.07 23.94 1022.16 28.13 0.031720 -0.036600 1.011136 0.56 0.07 -0.77 -0.1320 -0.4890 -0.6390
5.08 23.94 1022.15 28.14 0.032208 -0.036112 1.012112 0.63 0.07 -0.84 -0.1455 -0.4935 -0.6285
5.09 23.94 1022.15 28.14 0.032208 -0.037576 1.013088 0.63 0.07 -0.77 -0.1365 -0.4830 -0.6285
5.10 23.94 1022.20 28.13 0.031720 -0.036600 1.011136 0.63 0.07 -0.84 -0.1380 -0.4920 -0.6345
5.11 23.94 1022.16 28.14 0.031232 -0.037088 1.012112 0.63 0.07 -0.84 -0.1380 -0.4875 -0.6300
5.12 23.94 1022.19 28.13 0.031232 -0.038064 1.012600 0.56 0.07 -0.77 -0.1290 -0.4905 -0.6435
5.13 23.94 1022.19 28.12 0.032696 -0.035136 1.014064 0.63 0.07 -0.84 -0.1395 -0.4905 -0.6360
5.14 23.94 1022.16 28.13 0.033184 -0.035624 1.012112 0.63 0.07 -0.84 -0.1335 -0.4935 -0.6405
5.15 23.94 1022.14 28.14 0.032696 -0.036600 1.013088 0.63 0.07 -0.77 -0.1365 -0.4875 -0.6405
5.16 23.94 1022.15 28.15 0.032696 -0.036600 1.012600 0.56 0.07 -0.77 -0.1365 -0.4875 -0.6300
5.17 23.94 1022.15 28.16 0.032208 -0.037088 1.012112 0.63 0.07 -0.77 -0.1380 -0.4905 -0.6285
5.18 23.94 1022.13 28.18 0.034160 -0.036600 1.010648 0.63 0.14 -0.84 -0.1350 -0.4845 -0.6345
5.19 23.94 1022.16 28.18 0.034160 -0.037576 1.014064 0.63 0.07 -0.77 -0.1410 -0.4875 -0.6345
5.20 23.94 1022.18 28.17 0.032208 -0.038552 1.012112 0.63 0.07 -0.77 -0.1395 -0.4875 -0.6330
5.21 23.94 1022.18 28.17 0.031720 -0.037576 1.012112 0.56 0.07 -0.77 -0.1410 -0.4905 -0.6345
5.22 23.94 1022.18 28.16 0.030256 -0.035624 1.014552 0.63 0.07 -0.77 -0.1380 -0.4890 -0.6375
5.23 23.94 1022.18 28.16 0.033184 -0.036600 1.012112 0.56 0.14 -0.77 -0.1290 -0.4905 -0.6390
5.24 23.94 1022.18 28.15 0.033184 -0.035136 1.011136 0.63 0.07 -0.77 -0.1350 -0.4890 -0.6330
5.25 23.94 1022.16 28.15 0.032696 -0.037576 1.011624 0.56 0.07 -0.77 -0.1410 -0.4875 -0.6435
5.26 23.94 1022.14 28.16 0.030256 -0.036600 1.012600 0.63 0.07 -0.77 -0.1365 -0.4935 -0.6315
5.27 23.94 1022.08 28.20 0.032696 -0.036600 1.011136 0.63 0.07 -0.84 -0.1335 -0.4935 -0.6360
5.28 23.94 1022.08 28.24 0.031720 -0.037576 1.011624 0.56 0.07 -0.84 -0.1470 -0.4935 -0.6300
5.29 23.94 1022.22 28.21 0.032208 -0.038064 1.012112 0.56 0.07 -0.77 -0.1380 -0.4860 -0.6405
5.30 23.94 1022.07 28.24 0.032208 -0.037576 1.011624 0.56 0.07 -0.84 -0.1425 -0.4830 -0.6390
5.31 23.94 1022.22 28.22 0.032208 -0.033672 1.011624 0.56 0.07 -0.77 -0.1305 -0.4860 -0.6330
5.32 23.94 1022.22 28.19 0.032696 -0.034648 1.011624 0.56 0.07 -0.77 -0.1380 -0.4935 -0.6405
5.33 23.94 1022.11 28.22 0.032208 -0.038552 1.011136 0.56 0.07 -0.77 -0.1425 -0.4845 -0.6315
5.34 23.94 1022.17 28.22 0.033672 -0.037088 1.012600 0.63 0.07 -0.77 -0.1410 -0.4890 -0.6360
5.35 23.94 1022.19 28.20 0.033672 -0.035624 1.013576 0.63 0.07 -0.77 -0.1380 -0.4845 -0.6390
5.36 23.94 1022.19 28.19 0.033672 -0.035624 1.011624 0.63 0.07 -0.77 -0.1290 -0.4860 -0.6240
5.37 23.94 1022.21 28.17 0.032696 -0.037088 1.012112 0.56 0.07 -0.77 -0.1380 -0.4920 -0.6330
5.38 23.94 1022.26 28.14 0.033184 -0.039040 1.012112 0.63 0.07 -0.77 -0.1365 -0.4860 -0.6450
5.39 23.94 1022.20 28.12 0.031232 -0.037576 1.012112 0.63 0.07 -0.77 -0.1350 -0.4935 -0.6345
5.40 23.94 1022.20 28.11 0.032696 -0.037576 1.012112 0.63 0.07 -0.77 -0.1425 -0.4935 -0.6345
5.41 23.94 1022.19 28.11 0.033672 -0.035624 1.013576 0.56 0.07 -0.84 -0.1395 -0.4845 -0.6375
5.42 23.94 1022.15 28.12 0.033672 -0.037576 1.011624 0.63 0.07 -0.77 -0.1305 -0.4890 -0.6390
5.43 23.94 1022.13 28.14 0.033672 -0.037088 1.012600 0.56 0.14 -0.77 -0.1365 -0.4905 -0.6300
5.44 23.94 1022.13 28.15 0.033672 -0.036112 1.013088 0.56 0.14 -0.77 -0.1395 -0.4815 -0.6345
5.45 23.94 1022.20 28.14 0.034160 -0.036112 1.012112 0.63 0.07 -0.84 -0.1290 -0.4815 -0.6345
5.46 23.94 1022.28 28.09 0.032696 -0.035624 1.012112 0.63 0.07 -0.77 -0.1380 -0.4905 -0.6315
5.47 23.94 1022.20 28.08 0.032208 -0.035136 1.013088 0.63 0.07 -0.77 -0.1365 -0.4905 -0.6330
5.48 23.94 1022.20 28.07 0.032696 -0.039040 1.013088 0.63 0.14 -0.77 -0.1410 -0.4905 -0.6345
5.49 23.94 1022.16 28.08 0.031720 -0.037576 1.010648 0.56 0.07 -0.77 -0.1365 -0.4935 -0.6405
5.50 23.94 1022.10 28.11 0.032208 -0.036600 1.013088 0.63 0.07 -0.77 -0.1320 -0.4875 -0.6375
5.51 23.94 1022.12 28.13 0.032208 -0.035136 1.012600 0.56 0.07 -0.77 -0.1365 -0.4920 -0.6315
5.52 23.94 1022.12 28.16 0.031720 -0.036112 1.012112 0.56 0.07 -0.84 -0.1395 -0.4950 -0.6435
5.53 23.94 1022.17 28.15 0.032696 -0.037576 1.012112 0.56 0.07 -0.77 -0.1320 -0.4860 -0.6300
5.54 23.94 1022.06 28.20 0.031720 -0.035624 1.012112 0.63 0.07 -0.77 -0.1380 -0.4860 -0.6300
5.55 23.94 1022.15 28.20 0.031720 -0.036600 1.012112 0.63 0.00 -0.84 -0.1425 -0.4995 -0.6360
5.56 23.94 1022.15 28.21 0.031720 -0.037576 1.012112 0.63 0.07 -0.77 -0.1305 -0.4905 -0.6405
5.57 23.94 1022.20 28.19 0.033184 -0.038064 1.013088 0.63 0.07 -0.77 -0.1380 -0.4845 -0.6375
5.58 23.94 1022.19 28.18 0.034160 -0.038552 1.012600 0.63 0.07 -0.77 -0.1350 -0.4920 -0.6405
5.59 23.94 1022.21 28.16 0.032208 -0.035624 1.012600 0.63 0.07 -0.77 -0.1395 -0.4830 -0.6240
5.60 23.94 1022.21 28.15 0.031232 -0.036112 1.013576 0.63 0.07 -0.77 -0.1365 -0.4905 -0.6375
5.61 23.94 1022.19 28.14 0.032696 -0.037576 1.012112 0.63 0.07 -0.77 -0.1350 -0.4935 -0.6360
5.62 23.94 1022.14 28.15 0.032208 -0.037576 1.012600 0.63 0.07 -0.84 -0.1410 -0.4905 -0.6360
5.63 23.94 1022.19 28.14 0.033672 -0.037088 1.013088 0.63 0.07 -0.77 -0.1290 -0.4875 -0.6315
5.64 23.94 1022.19 28.13 0.032696 -0.036600 1.012600 0.63 0.14 -0.84 -0.1380 -0.4950 -0.6360
5.65 23.94 1022.19 28.13 0.031720 -0.037088 1.011624 0.56 0.07 -0.77 -0.1410 -0.4830 -0.6390
5.66 23.94 1022.19 28.12 0.032208 -0.038064 1.012112 0.63 0.07 -0.77 -0.1350 -0.4935 -0.6360
5.67 23.94 1022.19 28.11 0.031720 -0.037576 1.012600 0.63 0.07 -0.77 -0.1290 -0.4890 -0.6300
5.68 23.94 1022.19 28.11 0.032696 -0.034648 1.011624 0.63 0.07 -0.77 -0.1395 -0.4875 -0.6390
5.69 23.94 1022.19 28.10 0.033672 -0.034648 1.013576 0.63 0.07 -0.77 -0.1335 -0.4890 -0.6300
5.70 23.94 1022.11 28.13 0.032696 -0.037088 1.012112 0.63 0.07 -0.77 -0.1425 -0.4965 -0.6405
5.71 23.94 1022.24 28.10 0.032208 -0.036600 1.012600 0.56 0.07 -0.84 -0.1365 -0.5025 -0.6300
5.72 23.94 1022.24 28.07 0.032208 -0.036112 1.011136 0.56 0.07 -0.84 -0.1275 -0.4890 -0.6315
5.73 23.94 1022.16 28.08 0.032208 -0.035624 1.012112 0.63 0.07 -0.84 -0.1380 -0.4935 -0.6330
5.74 23.94 1022.13 28.10 0.031720 -0.035136 1.014064 0.56 0.07 -0.77 -0.1290 -0.4905 -0.6345
5.75 23.94 1022.11 28.13 0.033184 -0.036600 1.013088 0.56 0.14 -0.77 -0.1320 -0.5040 -0.6345
5.76 23.94 1022.11 28.15 0.031720 -0.038552 1.013088 0.63 0.07 -0.84 -0.1320 -0.4890 -0.6345
5.77 23.94 1022.22 28.13 0.034160 -0.037088 1.012600 0.63 0.07 -0.77 -0.1335 -0.4875 -0.6300
5.78 23.94 1022.18 28.12 0.032696 -0.035624 1.011624 0.63 0.14 -0.77 -0.1350 -0.4905 -0.6330
5.79 23.94 1022.18 28.12 0.034648 -0.035624 1.012600 0.63 0.07 -0.77 -0.1305 -0.4965 -0.6420
5.80 23.94 1022.16 28.13 0.032696 -0.036600 1.011624 0.56 0.07 -0.77 -0.1305 -0.4905 -0.6330
5.81 23.94 1022.04 28.18 0.031720 -0.035624 1.013576 0.63 0.07 -0.77 -0.1395 -0.4935 -0.6330
5.82 23.94 1022.19 28.17 0.032696 -0.035624 1.012600 0.56 0.07 -0.77 -0.1275 -0.4890 -0.6345
5.83 23.94 1022.19 28.16 0.033672 -0.037088 1.012112 0.56 0.07 -0.77 -0.1335 -0.4890 -0.6330
5.84 23.94 1022.16 28.16 0.033184 -0.035624 1.012600 0.63 0.07 -0.77 -0.1350 -0.4995 -0.6390
5.85 23.94 1022.16 28.17 0.032696 -0.037576 1.012600 0.63 0.07 -0.77 -0.1335 -0.4980 -0.6315
5.86 23.94 1022.07 28.21 0.033184 -0.036600 1.012600 0.63 0.14 -0.77 -0.1365 -0.4890 -0.6375
5.87 23.94 1022.07 28.25 0.033184 -0.035624 1.012600 0.63 0.07 -0.77 -0.1305 -0.4875 -0.6330
5.88 23.94 1022.16 28.25 0.033672 -0.037088 1.013088 0.56 0.07 -0.84 -0.1335 -0.4920 -0.6330
5.89 23.94 1022.11 28.26 0.031720 -0.036112 1.012112 0.56 0.07 -0.84 -0.1440 -0.4860 -0.6360
5.90 23.94 1022.19 28.25 0.032208 -0.036600 1.011624 0.63 0.07 -0.77 -0.1275 -0.4965 -0.6360
5.91 23.94 1022.19 28.24 0.033184 -0.036600 1.012600 0.56 0.07 -0.77 -0.1350 -0.4905 -0.6300
5.92 23.94 1022.10 28.26 0.031720 -0.035624 1.013088 0.56 0.07 -0.77 -0.1335 -0.4860 -0.6360
5.93 23.94 1022.24 28.23 0.031720 -0.036600 1.011624 0.63 0.07 -0.77 -0.1320 -0.4950 -0.6285
5.94 23.94 1022.06 28.27 0.032696 -0.035136 1.012600 0.63 0.07 -0.84 -0.1365 -0.4965 -0.6315
5.95 23.94 1022.06 28.31 0.032696 -0.035624 1.011624 0.56 0.07 -0.84 -0.1365 -0.4980 -0.6330
5.96 23.94 1022.20 28.29 0.033184 -0.037088 1.011136 0.63 0.07 -0.77 -0.1395 -0.4965 -0.6420
5.97 23.94 1022.25 28.25 0.032208 -0.038064 1.011624 0.56 0.07 -0.84 -0.1305 -0.4935 -0.6360
5.98 23.94 1022.19 28.23 0.032696 -0.036112 1.010648 0.56 0.00 -0.77 -0.1335 -0.4980 -0.6285
5.99 23.94 1022.19 28.22 0.033672 -0.036112 1.011624 0.63 0.14 -0.84 -0.1335 -0.4860 -0.6315
6.00 23.94 1022.18 28.21 0.033184 -0.036112 1.012600 0.56 0.07 -0.77 -0.1380 -0.4980 -0.6330
6.01 23.94 1022.20 28.20 0.032208 -0.035136 1.013576 0.56 0.07 -0.84 -0.1380 -0.4995 -0.6375
6.02 23.94 1022.08 28.23 0.032696 -0.037088 1.012600 0.63 0.07 -0.84 -0.1350 -0.4980 -0.6345
6.03 23.94 1022.08 28.26 0.032696 -0.036600 1.013088 0.56 0.07 -0.77 -0.1305 -0.4890 -0.6300
6.04 23.94 1022.14 28.27 0.032696 -0.035624 1.013576 0.63 0.07 -0.84 -0.1335 -0.4935 -0.6330
6.05 23.94 1022.17 28.27 0.033672 -0.036600 1.012600 0.56 0.07 -0.77 -0.1305 -0.4920 -0.6330
6.06 23.94 1022.14 28.27 0.033672 -0.039040 1.013088 0.56 0.07 -0.77 -0.1335 -0.4980 -0.6345
6.07 23.94 1022.14 28.28 0.033672 -0.037576 1.011136 0.56 0.07 -0.77 -0.1335 -0.4875 -0.6390
6.08 23.94 1022.24 28.24 0.031720 -0.035624 1.012600 0.63 0.07 -0.77 -0.1365 -0.4875 -0.6330
6.09 23.94 1022.23 28.22 0.031720 -0.035624 1.011624 0.63 0.07 -0.84 -0.1350 -0.4875 -0.6315
6.10 23.94 1022.13 28.23 0.032696 -0.034160 1.011624 0.56 0.07 -0.84 -0.1410 -0.4980 -0.6345
6.11 23.94 1022.13 28.24 0.033184 -0.035624 1.013088 0.63 0.07 -0.77 -0.1455 -0.4875 -0.6405
6.12 23.94 1022.17 28.24 0.032208 -0.038064 1.013576 0.63 0.07 -0.77 -0.1440 -0.4845 -0.6330
6.13 23.94 1022.10 28.27 0.030744 -0.037088 1.012600 0.63 0.07 -0.77 -0.1410 -0.4980 -0.6390
6.14 23.94 1022.22 28.24 0.032208 -0.036112 1.014064 0.63 0.07 -0.84 -0.1380 -0.4905 -0.6315
6.15 23.94 1022.22 28.21 0.033184 -0.037576 1.012600 0.63 0.07 -0.77 -0.1305 -0.4950 -0.6345
6.16 23.94 1022.17 28.21 0.032208 -0.037576 1.013576 0.56 0.07 -0.77 -0.1410 -0.4860 -0.6345
6.17 23.94 1022.04 28.26 0.032696 -0.035624 1.012112 0.56 0.07 -0.77 -0.1320 -0.4950 -0.6345
6.18 23.94 1022.13 28.27 0.032696 -0.036600 1.011624 0.56 0.07 -0.77 -0.1290 -0.4875 -0.6330
6.19 23.94 1022.13 28.28 0.033184 -0.037088 1.012600 0.56 0.07 -0.77 -0.1380 -0.4950 -0.6375
6.20 23.94 1022.19 28.27 0.033672 -0.037576 1.013088 0.63 0.07 -0.77 -0.1305 -0.4935 -0.6315
6.21 23.94 1022.17 28.26 0.033672 -0.036112 1.014064 0.63 0.07 -0.77 -0.1335 -0.4890 -0.6345
6.22 23.94 1022.17 28.26 0.031232 -0.036600 1.013088 0.63 0.14 -0.77 -0.1305 -0.4965 -0.6450
6.23 23.94 1022.17 28.25 0.030256 -0.036600 1.012600 0.63 0.07 -0.77 -0.1440 -0.4950 -0.6420
6.24 23.94 1022.15 28.26 0.032696 -0.036112 1.012600 0.63 0.07 -0.77 -0.1395 -0.4860 -0.6330
6.25 23.94 1022.25 28.21 0.033184 -0.037576 1.012112 0.63 0.07 -0.77 -0.1305 -0.4920 -0.6300
6.26 23.94 1022.20 28.20 0.032696 -0.036600 1.012112 0.63 0.07 -0.77 -0.1365 -0.4830 -0.6360
6.27 23.94 1022.20 28.19 0.032696 -0.037088 1.012112 0.63 0.07 -0.77 -0.1335 -0.4950 -0.6300
6.28 23.94 1022.15 28.19 0.031720 -0.036600 1.012600 0.63 0.07 -0.77 -0.1335 -0.4935 -0.6255
6.29 23.94 1022.12 28.21 0.032208 -0.037088 1.011624 0.63 0.14 -0.77 -0.1320 -0.4890 -0.6255
6.30 23.94 1022.20 28.20 0.031232 -0.034648 1.013088 0.56 0.07 -0.77 -0.1350 -0.4920 -0.6420
6.31 23.94 1022.20 28.19 0.032208 -0.035624 1.012600 0.56 0.07 -0.84 -0.1305 -0.4965 -0.6315
6.32 23.94 1022.14 28.20 0.033672 -0.037088 1.013088 0.56 0.07 -0.84 -0.1455 -0.4950 -0.6300
6.33 23.94 1022.19 28.18 0.032208 -0.037576 1.011136 0.63 0.07 -0.77 -0.1335 -0.4860 -0.6375
6.34 23.94 1022.19 28.17 0.031720 -0.037576 1.011624 0.56 0.07 -0.77 -0.1380 -0.4935 -0.6300
6.35 23.94 1022.15 28.18 0.032696 -0.034648 1.011136 0.56 0.07 -0.77 -0.1425 -0.4965 -0.6330
6.36 23.94 1022.09 28.21 0.033184 -0.037088 1.011136 0.56 0.07 -0.77 -0.1320 -0.4875 -0.6300
6.37 23.94 1022.08 28.24 0.030256 -0.036600 1.012600 0.63 0.07 -0.84 -0.1335 -0.4950 -0.6315
6.38 23.94 1022.08 28.27 0.031720 -0.036600 1.012112 0.63 0.14 -0.84 -0.1380 -0.4950 -0.6345
6.39 23.94 1022.18 28.27 0.031232 -0.036112 1.014552 0.63 0.14 -0.77 -0.1380 -0.4920 -0.6330
6.40 23.94 1022.19 28.25 0.033672 -0.036112 1.012112 0.56 0.07 -0.77 -0.1275 -0.4920 -0.6330
6.41 23.94 1022.22 28.22 0.032208 -0.036112 1.010648 0.63 0.14 -0.77 -0.1335 -0.4920 -0.6315
6.42 23.94 1022.22 28.20 0.032696 -0.036112 1.011624 0.56 0.07 -0.77 -0.1395 -0.4950 -0.6405
6.43 23.94 1022.16 28.20 0.032208 -0.036600 1.011624 0.56 0.07 -0.84 -0.1290 -0.4935 -0.6285
6.44 23.94 1022.23 28.18 0.033184 -0.036600 1.013088 0.63 0.07 -0.84 -0.1380 -0.4800 -0.6390
6.45 23.94 1022.14 28.19 0.032696 -0.036600 1.013576 0.56 0.07 -0.77 -0.1335 -0.4980 -0.6390
6.46 23.94 1022.14 28.20 0.032208 -0.037088 1.013088 0.56 0.07 -0.77 -0.1395 -0.4875 -0.6450
6.47 23.94 1022.14 28.22 0.031720 -0.036112 1.012112 0.56 0.07 -0.77 -0.1320 -0.4935 -0.6360
6.48 23.94 1022.14 28.23 0.032208 -0.037088 1.012112 0.56 0.07 -0.77 -0.1380 -0.4920 -0.6450
6.49 23.94 1022.15 28.23 0.033184 -0.037576 1.012112 0.63 0.07 -0.77 -0.1335 -0.4815 -0.6315
6.50 23.94 1022.15 28.24 0.032208 -0.037088 1.012600 0.63 0.07 -0.77 -0.1425 -0.4875 -0.6360
6.51 23.94 1022.14 28.25 0.032696 -0.036600 1.012600 0.63 0.07 -0.77 -0.1395 -0.4905 -0.6300
6.52 23.94 1022.13 28.26 0.031720 -0.038552 1.011624 0.56 0.07 -0.77 -0.1395 -0.4845 -0.6405
6.53 23.94 1022.15 28.26 0.033184 -0.036112 1.012112 0.63 0.07 -0.84 -0.1350 -0.4950 -0.6210
6.54 23.94 1022.15 28.26 0.032696 -0.036600 1.012600 0.63 0.07 -0.77 -0.1350 -0.4920 -0.6330
6.55 23.94 1022.14 28.27 0.033672 -0.036600 1.013576 0.56 0.07 -0.77 -0.1275 -0.5010 -0.6315
6.56 23.94 1022.11 28.29 0.032696 -0.037088 1.012112 0.56 0.07 -0.77 -0.1395 -0.4905 -0.6345
6.57 23.94 1022.30 28.23 0.031720 -0.037576 1.014064 0.63 0.14 -0.77 -0.1290 -0.4905 -0.6360
6.58 23.94 1022.30 28.17 0.033672 -0.035624 1.011624 0.63 0.07 -0.77 -0.1425 -0.4920 -0.6390
6.59 23.94 1022.19 28.17 0.032696 -0.036112 1.013576 0.63 0.07 -0.77 -0.1275 -0.4830 -0.6345
6.60 23.94 1022.07 28.21 0.032696 -0.037088 1.013088 0.63 0.07 -0.84 -0.1425 -0.4950 -0.6375
6.61 23.94 1022.29 28.15 0.032696 -0.037088 1.013088 0.56 0.00 -0.77 -0.1335 -0.4980 -0.6330
6.62 23.94 1022.29 28.11 0.032208 -0.037088 1.012600 0.56 0.07 -0.77 -0.1350 -0.4875 -0.6375
6.63 23.94 1022.14 28.12 0.032696 -0.036112 1.012112 0.63 0.07 -0.84 -0.1290 -0.5025 -0.6330
6.64 23.94 1022.13 28.14 0.032208 -0.037088 1.012112 0.56 0.14 -0.84 -0.1335 -0.4995 -0.6345
6.65 23.94 1022.20 28.13 0.033672 -0.035624 1.011624 0.63 0.14 -0.77 -0.1365 -0.4890 -0.6345
6.66 23.94 1022.20 28.12 0.031232 -0.035136 1.012112 0.63 0.07 -0.77 -0.1290 -0.4875 -0.6345
6.67 23.94 1022.16 28.13 0.032696 -0.037088 1.013576 0.63 0.07 -0.77 -0.1305 -0.4875 -0.6360
6.68 23.94 1022.25 28.09 0.033184 -0.036112 1.013576 0.63 0.07 -0.77 -0.1455 -0.5025 -0.6375
6.69 23.94 1022.10 28.12 0.031720 -0.035624 1.012600 0.56 0.07 -0.84 -0.1275 -0.4875 -0.6330
6.70 23.94 1022.10 28.15 0.032208 -0.036112 1.013088 0.63 0.07 -0.84 -0.1395 -0.4935 -0.6375
6.71 23.94 1022.11 28.18 0.033184 -0.036112 1.011624 0.56 0.07 -0.77 -0.1425 -0.4995 -0.6345
6.72 23.94 1022.15 28.19 0.032696 -0.036112 1.011136 0.63 0.07 -0.77 -0.1350 -0.4980 -0.6360
6.73 23.94 1022.20 28.17 0.032696 -0.037576 1.012112 0.56 0.07 -0.77 -0.1365 -0.4995 -0.6390
6.74 23.94 1022.20 28.16 0.031720 -0.036112 1.012600 0.56 0.07 -0.77 -0.1350 -0.4890 -0.6285
6.75 23.94 1022.13 28.18 0.032696 -0.035624 1.013088 0.56 0.07 -0.77 -0.1365 -0.4920 -0.6330
6.76 23.94 1022.20 28.17 0.031720 -0.036600 1.012600 0.63 0.07 -0.77 -0.1410 -0.4950 -0.6345
6.77 23.94 1022.10 28.19 0.031720 -0.037088 1.012600 0.63 0.07 -0.77 -0.1305 -0.4935 -0.6360
6.78 23.94 1022.10 28.22 0.035136 -0.036600 1.011624 0.56 0.07 -0.77 -0.1395 -0.4905 -0.6405
6.79 23.94 1022.11 28.24 0.032208 -0.036600 1.011136 0.56 0.07 -0.77 -0.1380 -0.4890 -0.6285
6.80 23.94 1022.19 28.23 0.034648 -0.036600 1.013088 0.56 0.07 -0.77 -0.1395 -0.4995 -0.6390
6.81 23.94 1022.22 28.20 0.031232 -0.037088 1.011136 0.63 0.07 -0.77 -0.1305 -0.4905 -0.6300
6.82 23.94 1022.22 28.18 0.032208 -0.035136 1.011136 0.56 0.14 -0.84 -0.1395 -0.4890 -0.6375
